text,label
"I'm not trying to be obtuse, but is what you're saying in essence that if we cannot tell whether an award is utterly trivial then that uncertainty becomes sufficient assertion of notability to not apply A7? So if an assumption needs to be made, or discretion employed, A7 doesn't apply because the assertion of notability has been made?",0
I know I can lose characters. But you find it normal that half the text after a particular character is lost though it does not contain special chars ?,-1
"And another question about the question: What about the first people that are born, in particular the very first person, who are their parents? Do we just ignore that, and allow that each person has 0,1, or 2 parents?",0
"The information itself obviously demonstrates notability. I'm sure other sources can be found, however&mdash;will you back off if other sources are added?",-1
Are you still working on this?  When do you plan on submitting it to Apple?,0
Didn't get it. What is it about?,0
"Usually you don't get answers, if you don't show effort of solving things by yourself first. So, what are your thoughts, what is your proposed solution, what is clear and what is unclear to you?",-1
You're probably trying to optimize the wrong thing. I'm wondering why you think this particular part of the language is so important?,-1
This was supposed to have been moved to <url> per the CFD. Why wasn't it moved?,-1
Yes it is sorted. Can you explain?,0
I am happy to rewrite it but please explain to me how it is any different from the Warrior Lacrosse and STX pages? They don't have any links except to their own websites?,1
do you mean the apparent brightness? as in a grayscale?,0
"@George, what's the key thing needed to make the widgets? And how do the wf_ functions work?",1
I saw you assess this with a B. What am I missing?,0
Does it need to be public-key or just reversible?  Can you give some kind of hint as to how the algorithm will be used?,0
"Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?",1
It would be helpful to learn what types of helper functions you've written.  Do they lend themselves well to a Term::Menus approach?,1
"Most of the editors who would care about the deletion of KiK's threads are the ones who would agree with him, so it's pointless to warn them.  Hell ... come to think of it, hasn't KiK been all over their talk pages, with them high-fiving each other?",-1
Arora and Barak's textbook on computational complexity covers derandomization fairly well. Did you have something else in mind?,-1
I'm baffled. What point is there being unblocked only to file an appeal that C has already decided to reject?,0
"Also what do you mean by ""merges both these changes and prompts the user to resolve any conflicts.""? Do you mean like version control?",0
"Ah, I was confused by the fact that your tag was placed on <url>, not on <url>.  Wildbot has visited, & updated the talk page again, so where is the result of the whole exercise?",0
What platform will you be running this client on? iPhone/iOS or Mac OS X?,1
You may break up to three sets trying to form a street (or the other way around). Is that ok?,1
is there a particular book you would recommend to get started with molecular gastronomy?,1
"This page is new, the result of a move - the page it moved from is now a redirect to <url>, but the history which goes with it is at the page I asked to be deleted. Can you delete the page, while copying the history over to the article?",0
@Sunil: and what does you input look like? What's the contents of cb.Text?,0
@Derek Beattie I checked : ASP.NET and Silverlight are checked. Should I also check Enable Edit and Continue ?,1
@jblue who said that hes not going to do any work himself. as you imply?,1
No. Why do you ask?,0
Your contributions show no edits to any RfC's.  Could you provide a link?,0
"No, I said that targetting images merely because of their uploader would be considered wikistalking- I explicitly said I did not want to accuse anyone of anything. Which images do you feel have been tagged incorrectly?",0
"Wow, I see there are many newer versions, possibly even 3.10 but I can't find a decent download link, not even on the Canon web site. Can someone help please?",0
Your top picture shows two white plastic tabs with the one on the right looking like it is not engaged and pushed into the frig.  Possibly this needs to be pulled forward to allow the compression fitting to sit properly (or maybe it is an indicator of shipment damage??).,1
